-0.0447,-0.0447,-0.1028,-0.1028,-0.1028,-0.5192,-0.7045,-1.5599,-1.5599,-1.625,-1.625,-1.625,-1.7544,-1.7544,-1.7544
0.0812,0.0266,0.0266,0.0266,0.0266,0.0266,0.0266,0.0266,0.0266,0.0266,0.0266,-0.024,-0.024,-0.7329,-0.7329
0.0177,0.0177,0.0177,0.0079,0.0079,0.0044,0.0044,0.0044,0.0044,0.0044,-0.0062,-0.0062,-0.0062,-0.0062,-0.0062
-2.4143,-4.1724,-4.1724,-4.1724,-4.4062,-4.4062,-4.4062,-4.4062,-6.3496,-6.3496,-6.3496,-6.3496,-6.3496,-6.3496,-6.3496
-0.3769,-0.3769,-0.3769,-0.3769,-0.3769,-0.3769,-0.3769,-0.3769,-0.3769,-0.3769,-0.3769,-0.3769,-0.3769,-0.3769,-0.3769
0.1351,0.1351,-0.1304,-4.4408,-4.4408,-4.4408,-4.4408,-4.4408,-4.6169,-4.6169,-4.6169,-4.6169,-4.6169,-4.6169,-4.6169
0.0762,0.0762,0.0762,0.0504,0.0504,0.0504,0.0503,0.0502,0.0502,0.0502,0.0502,0.0154,0.0124,-1.1568,-1.1568
0.2037,0.1014,0.1014,0.1014,0.0545,0.0545,-0.035,-0.035,-0.035,-0.0452,-0.0452,-0.0456,-0.0569,-0.0569,-0.0569
-0.0496,-0.1689,-0.1689,-0.3469,-0.5338,-0.5338,-0.5338,-0.5956,-0.714,-0.714,-0.714,-0.714,-0.714,-0.7696,-0.7699
3.0139,3.0139,3.0139,0.9812,-0.2466,-0.2466,-1.7204,-1.7204,-1.7204,-1.7204,-2.3925,-2.3925,-2.3925,-2.3925,-2.732
0.1179,0.0035,0.0035,0.0035,0.0001,0.0001,0.0001,0.0001,0.0001,-0.0018,-0.0057,-0.0057,-0.0057,-0.0057,-0.0057
-0.0192,-0.0364,-0.0364,-0.0364,-0.0364,-0.0364,-0.0592,-0.0592,-0.0592,-0.0657,-0.0657,-0.0657,-0.066,-0.066,-0.0705
-3.0527,-3.0527,-3.0527,-3.0527,-3.0527,-3.0527,-3.0527,-3.0527,-3.0527,-3.0527,-3.0527,-3.0527,-3.0527,-3.0527,-3.0527
0.1105,0.1105,0.1105,0.1105,0.1105,0.1105,0.1105,0.1105,0.1105,0.1105,0.1105,0.1105,0.1105,0.0833,0.0594
1.8824,1.8589,1.8589,1.8589,0.8172,-1.2703,-1.2703,-1.2703,-1.2703,-1.2703,-1.766,-1.766,-1.766,-1.766,-1.766
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
-0.0447,0.0812,0.0177,-2.4143,-0.3769,0.1351,0.0762,0.2037,-0.0496,3.0139,0.1179,-0.0192,-3.0527,0.1105,1.8824
-0.0447,0.0266,0.0177,-4.1724,-0.3769,0.1351,0.0762,0.1014,-0.1689,3.0139,0.0035,-0.0364,-3.0527,0.1105,1.8589
-0.1028,0.0266,0.0177,-4.1724,-0.3769,-0.1304,0.0762,0.1014,-0.1689,3.0139,0.0035,-0.0364,-3.0527,0.1105,1.8589
-0.1028,0.0266,0.0079,-4.1724,-0.3769,-4.4408,0.0504,0.1014,-0.3469,0.9812,0.0035,-0.0364,-3.0527,0.1105,1.8589
-0.1028,0.0266,0.0079,-4.4062,-0.3769,-4.4408,0.0504,0.0545,-0.5338,-0.2466,0.0001,-0.0364,-3.0527,0.1105,0.8172
-0.5192,0.0266,0.0044,-4.4062,-0.3769,-4.4408,0.0504,0.0545,-0.5338,-0.2466,0.0001,-0.0364,-3.0527,0.1105,-1.2703
-0.7045,0.0266,0.0044,-4.4062,-0.3769,-4.4408,0.0503,-0.035,-0.5338,-1.7204,0.0001,-0.0592,-3.0527,0.1105,-1.2703
-1.5599,0.0266,0.0044,-4.4062,-0.3769,-4.4408,0.0502,-0.035,-0.5956,-1.7204,0.0001,-0.0592,-3.0527,0.1105,-1.2703
-1.5599,0.0266,0.0044,-6.3496,-0.3769,-4.6169,0.0502,-0.035,-0.714,-1.7204,0.0001,-0.0592,-3.0527,0.1105,-1.2703
-1.625,0.0266,0.0044,-6.3496,-0.3769,-4.6169,0.0502,-0.0452,-0.714,-1.7204,-0.0018,-0.0657,-3.0527,0.1105,-1.2703
-1.625,0.0266,-0.0062,-6.3496,-0.3769,-4.6169,0.0502,-0.0452,-0.714,-2.3925,-0.0057,-0.0657,-3.0527,0.1105,-1.766
-1.625,-0.024,-0.0062,-6.3496,-0.3769,-4.6169,0.0154,-0.0456,-0.714,-2.3925,-0.0057,-0.0657,-3.0527,0.1105,-1.766
-1.7544,-0.024,-0.0062,-6.3496,-0.3769,-4.6169,0.0124,-0.0569,-0.714,-2.3925,-0.0057,-0.066,-3.0527,0.1105,-1.766
-1.7544,-0.7329,-0.0062,-6.3496,-0.3769,-4.6169,-1.1568,-0.0569,-0.7696,-2.3925,-0.0057,-0.066,-3.0527,0.0833,-1.766
-1.7544,-0.7329,-0.0062,-6.3496,-0.3769,-4.6169,-1.1568,-0.0569,-0.7699,-2.732,-0.0057,-0.0705,-3.0527,0.0594,-1.766
